N-gram turi;N-gram;Chastota
Trigram;echkilar zorga chiqadigan;1
Trigram;zorga chiqadigan qaltis;1
Trigram;chiqadigan qaltis yol;1
Trigram;qaltis yol bolganidan;1
Trigram;yol bolganidan ular;1
Trigram;bolganidan ular meni;1
Trigram;ular meni quvishdan;1
Trigram;meni quvishdan qorqishadi;1
Trigram;quvishdan qorqishadi natijada;1
Trigram;qorqishadi natijada izimni;1
Trigram;natijada izimni yoqotishadi;1
Trigram;izimni yoqotishadi ammo;1
Trigram;yoqotishadi ammo burunning;1
Trigram;ammo burunning u;1
Trigram;burunning u tarafida;1
Trigram;u tarafida men;1
Trigram;tarafida men ropara;1
Trigram;men ropara kelgan;1
Trigram;ropara kelgan komediya;1
Trigram;kelgan komediya togrirogi;1
Trigram;komediya togrirogi fojia;1
Trigram;togrirogi fojia bir;1
Trigram;fojia bir necha;1
Trigram;bir necha minutgacha;1
Trigram;necha minutgacha hamma;1
Trigram;minutgacha hamma narsani;1
Trigram;hamma narsani esimdan;1
Trigram;narsani esimdan chiqarib;1
Trigram;esimdan chiqarib yubordi;1
Trigram;chiqarib yubordi hali;1
Trigram;yubordi hali yonimizdan;1
Trigram;hali yonimizdan otib;1
Trigram;yonimizdan otib ketgan;1
Trigram;otib ketgan qari;1
Trigram;ketgan qari baliqchi;1
Trigram;qari baliqchi qolida;1
Trigram;baliqchi qolida kurak;1
Trigram;qolida kurak bilan;1
Trigram;kurak bilan bir;1
Trigram;bilan bir daydi;1
Trigram;bir daydi qora;1
Trigram;daydi qora itni;1
Trigram;qora itni quvib;1
Trigram;itni quvib kelib;1
Trigram;quvib kelib qoldi;1
Trigram;kelib qoldi jonivor;1
Trigram;qoldi jonivor akillab;1
Trigram;jonivor akillab ozini;1
Trigram;akillab ozini u;1
Trigram;ozini u yonbu;1
Trigram;u yonbu yonga;1
Trigram;yonbu yonga urar;1
Trigram;yonga urar chol;1
Trigram;urar chol etib;1
Trigram;chol etib kelib;1
Trigram;etib kelib kuragi;1
Trigram;kelib kuragi bilan;1
Trigram;kuragi bilan bechoraning;1
Trigram;bilan bechoraning togri;1
Trigram;bechoraning togri kelgan;1
Trigram;togri kelgan joyiga;1
Trigram;kelgan joyiga tushirardi;1
Trigram;joyiga tushirardi oldin;1
Trigram;tushirardi oldin it;1
Trigram;oldin it quturgan;1
Trigram;it quturgan bolsa;1
Trigram;quturgan bolsa kerak;1
Trigram;kerak deb oylab;1
Trigram;deb oylab ozimni;1
Trigram;oylab ozimni picha;1
Trigram;ozimni picha yoqotib;1
Trigram;picha yoqotib qoydim;1
Trigram;yoqotib qoydim keyin;1
Trigram;qoydim keyin bilsam;1
Trigram;keyin bilsam baliqchining;1
Trigram;bilsam baliqchining ozi;1
Trigram;baliqchining ozi battarroq;1
Trigram;ozi battarroq quturibdi;1
Trigram;battarroq quturibdi esini;1
Trigram;quturibdi esini yoqotib;1
Trigram;esini yoqotib tipirchilaydi;1
Trigram;yoqotib tipirchilaydi irgishlaydi;1
Trigram;tipirchilaydi irgishlaydi baqiradi;1
Trigram;irgishlaydi baqiradi birdan;1
Trigram;baqiradi birdan yoniga;1
Trigram;birdan yoniga borishga;1
Trigram;yoniga borishga betlamay;1
Trigram;borishga betlamay qichqirdim;1
Trigram;betlamay qichqirdim nima;1
Trigram;qichqirdim nima qildi;1
Trigram;nima qildi nimaga;1
Trigram;qildi nimaga urasiz;1
Trigram;nimaga urasiz bu;1
Trigram;urasiz bu bechorani;1
Trigram;bu bechorani chol;1
Trigram;bechorani chol hadeb;1
Trigram;chol hadeb hansirar;1
Trigram;hadeb hansirar edi;1
Trigram;hansirar edi bir;1
Trigram;edi bir zumgina;1
Trigram;bir zumgina tayoqqa;1
Trigram;zumgina tayoqqa dam;1
Trigram;tayoqqa dam berib;1
Trigram;dam berib kurakka;1
Trigram;berib kurakka tayandi;1
Trigram;kurakka tayandi yiglaguday;1
Trigram;tayandi yiglaguday tovush;1
Trigram;yiglaguday tovush bilan;1
Trigram;bilan nima qildi;1
Trigram;nima qildi emish;1
Trigram;qildi emish ottiz;1
Trigram;emish ottiz qurushlik;1
Trigram;ottiz qurushlik qoramoyni;1
Trigram;qurushlik qoramoyni tokib;1
Trigram;qoramoyni tokib yubordi;1
Trigram;tokib yubordi maraz;1
Trigram;yubordi maraz dedi;1
Trigram;maraz dedi lekin;1
Trigram;dedi lekin uni;1
Trigram;lekin uni senga;1
Trigram;uni senga tashlab;1
Trigram;senga tashlab ketmayman;1
Trigram;tashlab ketmayman jahlining;1
Trigram;ketmayman jahlining sababi;1
Trigram;jahlining sababi malum;1
Trigram;sababi malum boldi;1
Trigram;malum boldi baliqchining;1
Trigram;boldi baliqchining qumloqdagi;1
Trigram;baliqchining qumloqdagi ochogida;1
Trigram;qumloqdagi ochogida qaynayotgan;1
Trigram;ochogida qaynayotgan bir;1
Trigram;qaynayotgan bir chelak;1
Trigram;bir chelak qoramoyni;1
Trigram;chelak qoramoyni it;1
Trigram;qoramoyni it agdarib;1
Trigram;it agdarib yuboribdi;1
Trigram;agdarib yuboribdi katta;1
Trigram;yuboribdi katta gunoh;1
Trigram;katta gunoh lekin;1
Trigram;gunoh lekin bechora;1
Trigram;lekin bechora itni;1
Trigram;bechora itni qayiq;1
Trigram;itni qayiq eshkagi;1
Trigram;qayiq eshkagi bilan;1
Trigram;eshkagi bilan urib;1
Trigram;bilan urib oldirishga;1
Trigram;urib oldirishga arziydigan;1
Trigram;oldirishga arziydigan gunoh;1
Trigram;arziydigan gunoh emas;1
Trigram;gunoh emas it;1
Trigram;emas it bir;1
Trigram;it bir qoya;1
Trigram;bir qoya yorigiga;1
Trigram;qoya yorigiga oziga;1
Trigram;yorigiga oziga bexatar;1
Trigram;oziga bexatar koringan;1
Trigram;bexatar koringan joyga;1
Trigram;koringan joyga kirib;1
Trigram;joyga kirib oldi;1
Trigram;kirib oldi bir;1
Trigram;oldi bir ozdan;1
Trigram;ozdan keyin eshkakli;1
Trigram;keyin eshkakli dushmanning;1
Trigram;eshkakli dushmanning yangi;1
Trigram;dushmanning yangi hujumiga;1
Trigram;yangi hujumiga duch;1
Trigram;hujumiga duch kelganda;1
Trigram;duch kelganda nima;1
Trigram;kelganda nima qilishini;1
Trigram;nima qilishini oz;1
Trigram;qilishini oz oyogi;1
Trigram;oz oyogi bilan;1
Trigram;oyogi bilan kirgan;1
Trigram;bilan kirgan bu;1
Trigram;kirgan bu qopqondan;1
Trigram;bu qopqondan qanday;1
Trigram;qopqondan qanday qutulishini;1
Trigram;qanday qutulishini oylamay;1
Trigram;qutulishini oylamay yalang;1
Trigram;oylamay yalang ulir;1
Trigram;yalang ulir edi;1
Trigram;ulir edi holbuki;1
Trigram;edi holbuki qumloq;1
Trigram;holbuki qumloq bilan;1
Trigram;qumloq bilan toppatogri;1
Trigram;bilan toppatogri qochib;1
Trigram;toppatogri qochib ketsa;1
Trigram;qochib ketsa yoki;1
Trigram;ketsa yoki men;1
Trigram;yoki men tushgan;1
Trigram;men tushgan yoldan;1
Trigram;tushgan yoldan yuqoriga;1
Trigram;yoldan yuqoriga tirmashib;1
Trigram;yuqoriga tirmashib chiqsa;1
Trigram;tirmashib chiqsa batamom;1
Trigram;chiqsa batamom qutulib;1
Trigram;batamom qutulib ketardi;1
Trigram;qutulib ketardi vaqtim;1
Trigram;ketardi vaqtim bolsa;1
Trigram;vaqtim bolsa bechora;1
Trigram;bolsa bechora itni;1
Trigram;bechora itni qutqazish;1
Trigram;itni qutqazish uchun;1
Trigram;qutqazish uchun biron;1
Trigram;uchun biron narsa;1
Trigram;biron narsa qilardim;1
Trigram;narsa qilardim lekin;1
Trigram;qilardim lekin nachora;1
Trigram;lekin nachora ozimning;1
Trigram;nachora ozimning dardim;1
Trigram;ozimning dardim boshimdan;1
Trigram;dardim boshimdan oshib;1
Trigram;boshimdan oshib yotibdi;1
Trigram;oshib yotibdi men;1
Trigram;yotibdi men ham;1
Trigram;men ham uning;1
Trigram;ham uning singari;1
Trigram;uning singari quvginga;1
Trigram;singari quvginga uchragan;1
Trigram;quvginga uchragan edim;1
Trigram;uchragan edim mujgon;1
Trigram;edim mujgon bilan;1
Trigram;mujgon bilan bolamning;1
Trigram;bilan bolamning burunga;1
Trigram;bolamning burunga qaytish;1
Trigram;burunga qaytish ehtimoli;1
Trigram;qaytish ehtimoli aqlimni;1
Trigram;ehtimoli aqlimni uchirdi;1
Trigram;aqlimni uchirdi orqamga;1
Trigram;uchirdi orqamga qaramasdan;1
Trigram;orqamga qaramasdan hamon;1
Trigram;qaramasdan hamon tez;1
Trigram;hamon tez qadamlar;1
Trigram;tez qadamlar bilan;1
Trigram;qadamlar bilan borib;1
Trigram;bilan borib qirgoqqa;1
Trigram;borib qirgoqqa tirmasha;1
Trigram;qirgoqqa tirmasha boshladim;1
Trigram;tirmasha boshladim lekin;1
Trigram;boshladim lekin avvalgi;1
Trigram;lekin avvalgi oyimga;1
Trigram;avvalgi oyimga qarshi;1
Trigram;oyimga qarshi butunlay;1
Trigram;qarshi butunlay qochib;1
Trigram;butunlay qochib ketishga;1
Trigram;qochib ketishga konglim;1
Trigram;ketishga konglim chopmadi;1
Trigram;konglim chopmadi orasira;1
Trigram;chopmadi orasira toxtab;1
Trigram;orasira toxtab kishi;1
Trigram;toxtab kishi bilmas;1
Trigram;kishi bilmas orqamga;1
Trigram;bilmas orqamga togrirogi;1
Trigram;orqamga togrirogi pastga;1
Trigram;togrirogi pastga qarabqarab;1
Trigram;pastga qarabqarab qoyar;1
Trigram;qarabqarab qoyar edim;1
Trigram;qoyar edim it;1
Trigram;edim it voqeasi;1
Trigram;it voqeasi mujgon;1
Trigram;voqeasi mujgon bilan;1
Trigram;mujgon bilan komronni;1
Trigram;bilan komronni ham;1
Trigram;komronni ham jalb;1
Trigram;ham jalb qilgan;1
Trigram;jalb qilgan korinadi;1
Trigram;qilgan korinadi ular;1
Trigram;korinadi ular agdarilgan;1
Trigram;ular agdarilgan qoramoy;1
Trigram;agdarilgan qoramoy idishi;1
Trigram;qoramoy idishi yonida;1
Trigram;idishi yonida hayajon;1
Trigram;yonida hayajon bilan;1
Trigram;hayajon bilan gaplashardilar;1
Trigram;bilan gaplashardilar axiyri;1
Trigram;gaplashardilar axiyri bolamning;1
Trigram;axiyri bolamning chontakdan;1
Trigram;bolamning chontakdan hamyonni;1
Trigram;chontakdan hamyonni olib;1
Trigram;hamyonni olib baliqchiga;1
Trigram;olib baliqchiga pul;1
Trigram;baliqchiga pul berganini;1
Trigram;pul berganini kordim;1
Trigram;berganini kordim shunisi;1
Trigram;kordim shunisi qiziq;1
Trigram;shunisi qiziq boldiki;1
Trigram;qiziq boldiki baliqchi;1
Trigram;boldiki baliqchi suyunganidan;1
Trigram;baliqchi suyunganidan eshkagini;1
Trigram;suyunganidan eshkagini erga;1
Trigram;eshkagini erga qoydida;1
Trigram;erga qoydida men;1
Trigram;qoydida men tomonga;1
Trigram;tomonga ogirilib qoli;1
Trigram;ogirilib qoli bilan;1
Trigram;qoli bilan ishora;1
Trigram;bilan ishora qila;1
Trigram;ishora qila boshladi;1
Trigram;qila boshladi ming;1
Trigram;boshladi ming qatla;1
Trigram;ming qatla shukur;1
Trigram;qatla shukur it;1
Trigram;shukur it qutuldi;1
Trigram;it qutuldi ularning;1
Trigram;qutuldi ularning orqadan;1
Trigram;ularning orqadan chaqirayotganlariga;1
Trigram;orqadan chaqirayotganlariga parvo;1
Trigram;chaqirayotganlariga parvo qilmay;1
Trigram;parvo qilmay togri;1
Trigram;qilmay togri uyga;1
Trigram;togri uyga ketaverdim;1
Trigram;uyga ketaverdim mujgonning;1
Trigram;ketaverdim mujgonning qilmishini;1
Trigram;mujgonning qilmishini eslasam;1
Trigram;qilmishini eslasam aqlim;1
Trigram;eslasam aqlim miyamdan;1
Trigram;aqlim miyamdan uchadi;1
Trigram;miyamdan uchadi butun;1
Trigram;uchadi butun vujudimni;1
Trigram;butun vujudimni titroq;1
Trigram;vujudimni titroq bosadi;1
Trigram;titroq bosadi har;1
Trigram;bosadi har dam;1
Trigram;har dam mushtlarimni;1
Trigram;dam mushtlarimni qisib;1
Trigram;mushtlarimni qisib rasvo;1
Trigram;qisib rasvo boldim;1
Trigram;rasvo boldim seni;1
Trigram;boldim seni qarab;1
Trigram;seni qarab tur;1
Trigram;qarab tur mujgon;1
Trigram;tur mujgon deyardim;1
Trigram;mujgon deyardim oylaymanki;1
Trigram;deyardim oylaymanki osha;1
Trigram;oylaymanki osha jahl;1
Trigram;osha jahl bilan;1
Trigram;jahl bilan istambulga;1
Trigram;bilan istambulga ham;1
Trigram;istambulga ham etib;1
Trigram;ham etib olardim;1
Trigram;etib olardim lekin;1
Trigram;olardim lekin eshik;1
Trigram;lekin eshik oldida;1
Trigram;eshik oldida aziz;1
Trigram;oldida aziz pochcham;1
Trigram;aziz pochcham roparamdan;1
Trigram;pochcham roparamdan chiqib;1
Trigram;roparamdan chiqib qoldi;1
Trigram;chiqib qoldi qizim;1
Trigram;qoldi qizim nima;1
Trigram;qizim nima boldi;1
Trigram;nima boldi lavlagiga;1
Trigram;boldi lavlagiga oxshab;1
Trigram;lavlagiga oxshab qizarib;1
Trigram;oxshab qizarib ketibsan;1
Trigram;qizarib ketibsan birov;1
Trigram;ketibsan birov quvdimi;1
Trigram;birov quvdimi deb;1
Trigram;quvdimi deb soradi;1
Trigram;deb soradi asabiy;1
Trigram;soradi asabiy bir;1
Trigram;asabiy bir ohangda;1
Trigram;bir ohangda kuldim;1
Trigram;ohangda kuldim nega;1
Trigram;kuldim nega quvar;1
Trigram;nega quvar ekan;1
Trigram;quvar ekan pochcha;1
Trigram;ekan pochcha dedimu;1
Trigram;pochcha dedimu bolalar;1
Trigram;dedimu bolalar tovushi;1
Trigram;bolalar tovushi kelib;1
Trigram;tovushi kelib turgan;1
Trigram;kelib turgan hovliga;1
Trigram;turgan hovliga yugurib;1
Trigram;hovliga yugurib kirib;1
Trigram;yugurib kirib ketdim;1
Trigram;kirib ketdim sahndagi;1
Trigram;ketdim sahndagi kattakon;1
Trigram;sahndagi kattakon daraxtga;1
Trigram;kattakon daraxtga argimchoq;1
Trigram;daraxtga argimchoq solingan;1
Trigram;argimchoq solingan edi;1
Trigram;solingan edi gohi;1
Trigram;edi gohi kunlar;1
Trigram;gohi kunlar qoshni;1
Trigram;kunlar qoshni bolalarni;1
Trigram;qoshni bolalarni yigib;1
Trigram;bolalarni yigib bu;1
Trigram;yigib bu erni;1
Trigram;bu erni shovqinli;1
Trigram;erni shovqinli bolalar;1
Trigram;shovqinli bolalar bogchasiga;1
Trigram;bolalar bogchasiga aylantirib;1
Trigram;bogchasiga aylantirib yuborardim;1
Trigram;aylantirib yuborardim bugun;1
Trigram;yuborardim bugun kichik;1
Trigram;bugun kichik ortoqlarim;1
Trigram;kichik ortoqlarim mening;1
Trigram;ortoqlarim mening chaqirib;1
Trigram;mening chaqirib chiqishimni;1
Trigram;chaqirib chiqishimni ham;1
Trigram;chiqishimni ham kutmasdan;1
Trigram;ham kutmasdan kattasidankichigigacha;1
Trigram;kutmasdan kattasidankichigigacha yigilishibdi;1
Trigram;kattasidankichigigacha yigilishibdi argimchoq;1
Trigram;yigilishibdi argimchoq atrofida;1
Trigram;argimchoq atrofida topolon;1
Trigram;atrofida topolon kotarib;1
Trigram;topolon kotarib oynashyapti;1
Trigram;kotarib oynashyapti omadimdan;1
Trigram;oynashyapti omadimdan aylanay;1
Trigram;omadimdan aylanay yolda;1
Trigram;aylanay yolda kelayotganimda;1
Trigram;yolda kelayotganimda oz;1
Trigram;kelayotganimda oz xonamga;1
Trigram;oz xonamga kirib;1
Trigram;xonamga kirib eshikni;1
Trigram;kirib eshikni qulflab;1
Trigram;eshikni qulflab olaman;1
Trigram;qulflab olaman deb;1
Trigram;olaman deb oylagan;1
Trigram;deb oylagan edim;1
Trigram;oylagan edim lekin;1
Trigram;edim lekin ular;1
Trigram;lekin ular albatta;1
Trigram;ular albatta orqamdan;1
Trigram;albatta orqamdan kelishar;1
Trigram;orqamdan kelishar eshikni;1
Trigram;kelishar eshikni zorlik;1
Trigram;eshikni zorlik bilan;1
Trigram;zorlik bilan ochdirishga;1
Trigram;bilan ochdirishga harakat;1
Trigram;ochdirishga harakat qilishib;1
Trigram;harakat qilishib ishning;1
Trigram;qilishib ishning rasvosini;1
Trigram;ishning rasvosini chiqarishardi;1
Trigram;rasvosini chiqarishardi mana;1
Trigram;chiqarishardi mana endi;1
Trigram;mana endi bolalar;1
Trigram;endi bolalar orasiga;1
Trigram;bolalar orasiga kirib;1
Trigram;orasiga kirib ishni;1
Trigram;kirib ishni jinnilikka;1
Trigram;ishni jinnilikka aylantiramanda;1
Trigram;jinnilikka aylantiramanda ularni;1
Trigram;aylantiramanda ularni yonimga;1
Trigram;ularni yonimga yolatmayman;1
Trigram;yonimga yolatmayman ortoqlarim;1
Trigram;yolatmayman ortoqlarim argimchoq;1
Trigram;ortoqlarim argimchoq talashib;1
Trigram;argimchoq talashib turishgan;1
Trigram;talashib turishgan ekan;1
Trigram;turishgan ekan men;1
Trigram;ekan men darrov;1
Trigram;men darrov oralariga;1
Trigram;darrov oralariga suqildimu;1
Trigram;oralariga suqildimu bolalarni;1
Trigram;suqildimu bolalarni qol;1
Trigram;bolalarni qol ishorasi;1
Trigram;qol ishorasi bilan;1
Trigram;ishorasi bilan ikkiga;1
Trigram;bilan ikkiga bolib;1
Trigram;ikkiga bolib qani;1
Trigram;bolib qani hammang;1
Trigram;qani hammang chetga;1
Trigram;hammang chetga chiq;1
Trigram;chetga chiq senlarni;1
Trigram;chiq senlarni bittabittadan;1
Trigram;senlarni bittabittadan ozim;1
Trigram;bittabittadan ozim uchiraman;1
Trigram;ozim uchiraman dedim;1
Trigram;uchiraman dedim argimchoqqa;1
Trigram;dedim argimchoqqa otirdim;1
Trigram;argimchoqqa otirdim kichkintoylardan;1
Trigram;otirdim kichkintoylardan bittasini;1
Trigram;kichkintoylardan bittasini quchogimga;1
Trigram;bittasini quchogimga olib;1
Trigram;quchogimga olib sekinsekin;1
Trigram;olib sekinsekin ucha;1
Trigram;sekinsekin ucha boshladim;1
Trigram;ucha boshladim kop;1
Trigram;boshladim kop otmay;1
Trigram;kop otmay komronlar;1
Trigram;otmay komronlar ham;1
Trigram;komronlar ham etib;1
Trigram;ham etib kelishib;1
Trigram;etib kelishib bolalar;1
Trigram;kelishib bolalar orasida;1
Trigram;bolalar orasida turishdi;1
Trigram;orasida turishdi mujgon;1
Trigram;turishdi mujgon sira;1
Trigram;mujgon sira tinmay;1
Trigram;sira tinmay hansirar;1
Trigram;tinmay hansirar orasira;1
Trigram;hansirar orasira koksini;1
Trigram;orasira koksini qoli;1
Trigram;koksini qoli bilan;1
Trigram;qoli bilan bosibbosib;1
Trigram;bilan bosibbosib qoyar;1
Trigram;bosibbosib qoyar edi;1
Trigram;qoyar edi bolam;1
Trigram;edi bolam uni;1
Trigram;bolam uni juda;1
Trigram;uni juda tez;1
Trigram;juda tez yugurtirib;1
Trigram;tez yugurtirib kelgan;1
Trigram;yugurtirib kelgan bolsa;1
Trigram;kelgan bolsa kerak;1
Trigram;bolsa kerak ichimda;1
Trigram;kerak ichimda battar;1
Trigram;ichimda battar bol;1
Trigram;battar bol dedimda;1
Trigram;bol dedimda argimchoqni;1
Trigram;dedimda argimchoqni yana;1
Trigram;argimchoqni yana ham;1
Trigram;yana ham tezroq;1
Trigram;ham tezroq ucha;1
Trigram;tezroq ucha boshladim;1
Trigram;ucha boshladim chetda;1
Trigram;boshladim chetda navbat;1
Trigram;chetda navbat kutib;1
Trigram;navbat kutib turgan;1
Trigram;kutib turgan bolalar;1
Trigram;turgan bolalar kop;1
Trigram;bolalar kop uchirdingiz;1
Trigram;kop uchirdingiz bizni;1
Trigram;uchirdingiz bizni ham;1
Trigram;bizni ham uchiring;1
Trigram;ham uchiring bizni;1
Trigram;uchiring bizni ham;1
Trigram;bizni ham deb;1
Trigram;ham deb qichqira;1
Trigram;deb qichqira boshlashdi;1
Trigram;qichqira boshlashdi men;1
Trigram;boshlashdi men esam;1
Trigram;men esam quloq;1
Trigram;esam quloq solmas;1
Trigram;quloq solmas tepamdagi;1
Trigram;solmas tepamdagi daraxt;1
Trigram;tepamdagi daraxt yaproqlarini;1
Trigram;daraxt yaproqlarini shitirlatib;1
Trigram;yaproqlarini shitirlatib tobora;1
Trigram;shitirlatib tobora balandroq;1
Trigram;tobora balandroq tezroq;1
Trigram;balandroq tezroq uchar;1
Trigram;tezroq uchar edim;1
Trigram;uchar edim bu;1
Trigram;edim bu hol;1
Trigram;bu hol bolalarni;1
Trigram;hol bolalarni butunlay;1
Trigram;bolalarni butunlay asabiylashtirdi;1
Trigram;butunlay asabiylashtirdi sabrtoqatlari;1
Trigram;asabiylashtirdi sabrtoqatlari tugab;1
Trigram;sabrtoqatlari tugab argimchoqqa;1
Trigram;tugab argimchoqqa yaqin;1
Trigram;argimchoqqa yaqin kela;1
Trigram;yaqin kela boshladilar;1
Trigram;kela boshladilar mujgon;1
Trigram;boshladilar mujgon bilan;1
Trigram;mujgon bilan komron;1
Trigram;bilan komron ularni;1
Trigram;komron ularni qollaridan;1
Trigram;ularni qollaridan ushlab;1
Trigram;qollaridan ushlab chetga;1
Trigram;ushlab chetga tortar;1
Trigram;chetga tortar bolalar;1
Trigram;tortar bolalar esa;1
Trigram;bolalar esa qaytmay;1
Trigram;esa qaytmay ojarlik;1
Trigram;qaytmay ojarlik qilishardi;1
Trigram;ojarlik qilishardi hammasidan;1
Trigram;qilishardi hammasidan ham;1
Trigram;hammasidan ham yomoni;1
Trigram;ham yomoni shu;1
Trigram;yomoni shu boldiki;1
Trigram;shu boldiki men;1
Trigram;boldiki men bilan;1
Trigram;men bilan uchayotgan;1
Trigram;bilan uchayotgan kichkintoyning;1
Trigram;uchayotgan kichkintoyning hammayogi;1
Trigram;kichkintoyning hammayogi tilindi;1
Trigram;hammayogi tilindi tizzalarim;1
Trigram;tilindi tizzalarim orasidan;1
Trigram;tizzalarim orasidan tolganib;1
Trigram;orasidan tolganib chirqirayotgan;1
Trigram;tolganib chirqirayotgan bu;1
Trigram;chirqirayotgan bu bechoraning;1
Trigram;bu bechoraning arqonni;1
Trigram;bechoraning arqonni qoyib;1
Trigram;arqonni qoyib yuborishidan;1
Trigram;qoyib yuborishidan erga;1
Trigram;yuborishidan erga yiqilib;1
Trigram;erga yiqilib olishidan;1
Trigram;yiqilib olishidan qorqa;1
Trigram;olishidan qorqa boshladim;1
Trigram;qorqa boshladim nochor;1
Trigram;boshladim nochor argimchoqni;1
Trigram;nochor argimchoqni toxtatib;1
Trigram;argimchoqni toxtatib bolani;1
Trigram;toxtatib bolani tushirishga;1
Trigram;bolani tushirishga kirishdim;1
Trigram;tushirishga kirishdim shunchalik;1
Trigram;kirishdim shunchalik narsadan;1
Trigram;shunchalik narsadan qorqadigan;1
Trigram;narsadan qorqadigan kichkina;1
Trigram;qorqadigan kichkina bolaga;1
Trigram;kichkina bolaga argimchoq;1
Trigram;bolaga argimchoq uchishni;1
Trigram;argimchoq uchishni kim;1
Trigram;uchishni kim qoyibdi;1
Trigram;kim qoyibdi bundaqalar;1
Trigram;qoyibdi bundaqalar uylarida;1
Trigram;bundaqalar uylarida kichik;1
Trigram;uylarida kichik ukalarining;1
Trigram;kichik ukalarining beshiklarida;1
Trigram;ukalarining beshiklarida tebranishsa;1
Trigram;beshiklarida tebranishsa yaxshiroq;1
Trigram;tebranishsa yaxshiroq boladi;1
Trigram;yaxshiroq boladi deb;1
Trigram;boladi deb bolaga;1
Trigram;deb bolaga tongillab;1
Trigram;bolaga tongillab berdim;1
Trigram;tongillab berdim yana;1
Trigram;berdim yana shunga;1
Trigram;yana shunga oxshash;1
Trigram;shunga oxshash bir;1
Trigram;oxshash bir qancha;1
Trigram;bir qancha sozlar;1
Trigram;qancha sozlar aytdim;1
Trigram;sozlar aytdim bular;1
Trigram;aytdim bular komronni;1
Trigram;bular komronni chochitish;1
Trigram;komronni chochitish uchun;1
Trigram;chochitish uchun men;1
Trigram;uchun men bilan;1
Trigram;men bilan gaplashishga;1
Trigram;bilan gaplashishga yol;1
Trigram;gaplashishga yol qoymaslik;1
Trigram;yol qoymaslik uchun;1
Trigram;qoymaslik uchun aytilgan;1
Trigram;uchun aytilgan shunchaki;1
Trigram;aytilgan shunchaki sozlar;1
Trigram;shunchaki sozlar edi;1
Trigram;sozlar edi xayriyatki;1
Trigram;edi xayriyatki boshqa;1
Trigram;xayriyatki boshqa bolalar;1
Trigram;boshqa bolalar ham;1
Trigram;bolalar ham xuddi;1
Trigram;ham xuddi shunday;1
Trigram;xuddi shunday ovoz;1
Trigram;shunday ovoz shunday;1
Trigram;ovoz shunday ohangda;1
Trigram;shunday ohangda qichqirishib;1
Trigram;ohangda qichqirishib bogni;1
Trigram;qichqirishib bogni boshlariga;1
Trigram;bogni boshlariga ilishdi;1
Trigram;boshlariga ilishdi meni;1
Trigram;ilishdi meni ham;1
Trigram;meni ham uchiring;1
Trigram;ham uchiring farida;1
Trigram;uchiring farida opa;1
Trigram;farida opa meni;1
Trigram;opa meni ham;1
Trigram;meni ham meni;1
Trigram;ham meni ham;1
Trigram;meni ham yoq;1
Trigram;ham yoq hech;1
Trigram;yoq hech qaysingizni;1
Trigram;hech qaysingizni olmayman;1
Trigram;qaysingizni olmayman qorqoq;1
Trigram;olmayman qorqoq ekansizlar;1
Trigram;qorqoq ekansizlar qorqmaymiz;1
Trigram;ekansizlar qorqmaymiz farida;1
Trigram;qorqmaymiz farida opa;1
Trigram;farida opa qorqmaymiz;1
Trigram;opa qorqmaymiz qorqmaymiz;1
Trigram;qorqmaymiz qorqmaymiz qorqmaymiz;1
Trigram;qorqmaymiz qorqmaymiz shu;1
Trigram;qorqmaymiz shu choq;1
Trigram;shu choq uy;1
Trigram;choq uy derazasidan;1
Trigram;uy derazasidan xolamning;1
Trigram;derazasidan xolamning ovozi;1
Trigram;xolamning ovozi eshitildi;1
Trigram;ovozi eshitildi farida;1
Trigram;eshitildi farida ularning;1
Trigram;farida ularning ham;1
Trigram;ularning ham bir;1
Trigram;bir oz kongillariga;1
Trigram;oz kongillariga qara;1
Trigram;kongillariga qara jonim;1
Trigram;qara jonim xola;1
Trigram;jonim xola shunday;1
Trigram;xola shunday deysizu;1
Trigram;shunday deysizu yiqilib;1
Trigram;deysizu yiqilib tushib;1
Trigram;yiqilib tushib bir;1
Trigram;tushib bir erlarini;1
Trigram;bir erlarini mayib;1
Trigram;erlarini mayib qilib;1
Trigram;mayib qilib olishsa;1
Trigram;qilib olishsa keyin;1
Trigram;olishsa keyin meni;1
Trigram;keyin meni koyiysiz;1
Trigram;meni koyiysiz aylanay;1
Trigram;koyiysiz aylanay qizim;1
Trigram;aylanay qizim bolalarni;1
Trigram;qizim bolalarni yiqitish;1
Trigram;bolalarni yiqitish shartmi;1
Trigram;yiqitish shartmi sekinroq;1
Trigram;shartmi sekinroq uchirginda;1
Trigram;sekinroq uchirginda xola;1
Trigram;uchirginda xola bilmagan;1
Trigram;xola bilmagan kishiga;1
Trigram;bilmagan kishiga oxshab;1
Trigram;kishiga oxshab gapirmang;1
Trigram;oxshab gapirmang iltimos;1
Trigram;gapirmang iltimos qilaman;1
Trigram;iltimos qilaman tavba;1
Trigram;qilaman tavba choliqushini;1
Trigram;tavba choliqushini bilmaysizmi;1
Trigram;choliqushini bilmaysizmi menga;1
Trigram;bilmaysizmi menga ishonib;1
Trigram;menga ishonib boladimi;1
Trigram;ishonib boladimi boshimda;1
Trigram;boladimi boshimda ming;1
Trigram;boshimda ming xil;1
Trigram;ming xil fikr;1
Trigram;xil fikr argimchoq;1
